,Answers,BERT,DistilBERT,Gold_1,Gold_2,BERT_METEOR,DistilBERT_METEOR,BERT_GLEU,DistilBERT_GLEU
1698,['in the u.s.'],the us,the us,in the u.s.,,0.2562277580071174,0.2562277580071174,0.5,0.5
1699,['comedians dick gregory & jerry lewis.'],dick gregory & jerry lewis,losing dick gregory & jerry lewis is a gain 4 heaven,comedians dick gregory & jerry lewis.,,0.6274678405659762,0.5245450580846507,0.7142857142857143,0.29411764705882354
1700,['bartella town east of mosul'],bartella town,# bartella town,bartella town east of mosul,,0.3803574772657186,0.3647150701920202,0.21428571428571427,0.21428571428571427
1703,['first of the spring'],bear safety,get a bear safety refresher,first of the spring,,0.0,0.0,0.0,0.0
1704,['mock them for their ignorance'],mock them for their ignorance,mock them for their ignorance,mock them for their ignorance,,0.9263770987333779,0.9263770987333779,1.0,1.0
1706,['rams organization and city of st. louis'],the entire rams organization and the city of st . louis,the entire rams organization and the city of st . louis,rams organization and city of st. louis,,0.6514111949563659,0.6514111949563659,0.47058823529411764,0.47058823529411764
1715,['mr. burger and ms. king'],burgerkingwedding burger king,mr . burger and ms . king,mr. burger and ms. king,,0.3116883116883117,0.44610376963641507,0.14285714285714285,1.0
1717,['pharell never ages'],a vampire or sold his soul to never age,sold his soul to never age,pharell never ages,,0.4070008754316748,0.4719842084837909,0.03333333333333333,0.05555555555555555
1720,['his nickname was chocolate thunder.'],a great man,a great man,his nickname was chocolate thunder.,,0.0,0.0,0.0,0.0
1722,['advance us-rok alliance'],to advance us - rok alliance,advance us - rok alliance,advance us-rok alliance,,0.40336134453781514,0.4260355029585799,0.14285714285714285,0.2
1725,['he passed in dec 2014'],"december 3 , 2014","december 3 , 2014",he passed in dec 2014,,0.1496881496881497,0.1496881496881497,0.07142857142857142,0.07142857142857142
1726,['who wore the hat better'],smokey the bear,smokey the bear,who wore the hat better,,0.15584415584415584,0.15584415584415584,0.07142857142857142,0.07142857142857142
1728,['the davis cup final'],the davis cup final,andy murray,the davis cup final,,0.9113970384220804,0.0,1.0,0.0
1729,"[""he doesn't know""]",he says he was great,he says he was great,he doesn't know,,0.21301775147928995,0.21301775147928995,0.07142857142857142,0.07142857142857142
1730,['memories of pizza'],# memoriespizza just mock them for their ignorance,memoriespizza,memories of pizza,,0.0,0.0,0.0,0.0
1735,['he does not like him'],charm offensive,reaching out to # nevertrump,he does not like him,,0.0,0.0,0.0,0.0
1738,['american horror story'],american horror story,oh my god,american horror story,,0.8875013295249914,0.0,1.0,0.0
1740,['he took the metro'],took the metro,metro,he took the metro,,0.6988199445078672,0.20991253644314864,0.6,0.1
1741,['the charlottesville protests.'],jeb bush,jeb bush,the charlottesville protests.,,0.0,0.0,0.0,0.0
1744,['kanye west and kim k.'],kim k,mattstopera,kanye west and kim k.,,0.16252821670428894,0.0,0.21428571428571427,0.0
1745,"[""mom isn't around""]",because my mom is not around a lot,my mom is not around a lot # edchat kyle schwartz,mom isn't around,,0.36455696202531646,0.3185840707964602,0.07692307692307693,0.058823529411764705
1755,['alex cast shaves mustache'],you shave your ' stache,you shave your ' stache,alex cast shaves mustache,,0.1718377088305489,0.1718377088305489,0.0,0.0
1756,['his wife and daughters'],his daughters and his wife,his daughters and his wife,his wife and daughters,,0.7441283696757398,0.7441283696757398,0.35714285714285715,0.35714285714285715
1761,['finding female characters on cereal boxes'],find a female character on the cereal box,find a female character,finding female characters on cereal boxes,,0.792312049037837,0.4270530748476713,0.11538461538461539,0.05555555555555555
1770,['sec championship game'],the sec championship game,sec championship game,sec championship game,,0.8346407487695844,0.8875013295249914,0.6,1.0
1773,['meeting with team doctors'],meeting with team doctors,winnipeg jets,meeting with team doctors,,0.9113970384220804,0.0,1.0,0.0
1777,['it will save you street.'],stress,stress,it will save you street.,,0.0,0.0,0.0,0.0
1778,['the heat at yeezy'],the heat,heat at yeezy,the heat at yeezy,,0.4654650895820811,0.6988199445078672,0.3,0.6
1780,['dallas police dept'],dallas,dallas,dallas police dept,,0.27480916030534347,0.27480916030534347,0.16666666666666666,0.16666666666666666
1782,['the inspector general'],inspector general,inspector general,the inspector general,,0.5996383004580546,0.5996383004580546,0.5,0.5
1783,['franc and russia fms'],france and russia fms,france and russia fms,franc and russia fms,,0.9113970384220804,0.9113970384220804,0.6,0.6
1785,['gov. rick snyder'],governor rick snyder,"our value system says we should . my track record is getting things done , and i want to get this done . # flintfwd — governor rick snyder",gov. rick snyder,,0.5616612080957111,0.21221456225278765,0.5,0.031914893617021274
1788,['12 of 22 3-pointers'],12 of 22 3 - pointers,12 of 22 3 - pointers,12 of 22 3-pointers,,0.6078776229623228,0.6078776229623228,0.42857142857142855,0.42857142857142855
1789,['because of the muslim ban'],# muslimban . c,# muslimban,because of the muslim ban,,0.0,0.0,0.0,0.0
1790,['he tells him to fight hard.'],fight hard mate ! thoughts with you mum and dad,thecompdog,he tells him to fight hard.,,0.10650887573964497,0.0,0.1,0.0
1791,['incredible support this week'],incredible support this week,tiger woods,incredible support this week,,0.9113970384220804,0.0,1.0,0.0
1794,['at least 3.5 million'],3 . 5 million,3 . 5 million,at least 3.5 million,,0.18,0.18,0.1,0.1
1796,['roger rees will be.'],you are missed and loved forever,you are missed and loved forever,roger rees will be.,,0.0,0.0,0.0,0.0
1803,['making jokes about the kkk'],having a few black friends does not make it okay for you to joke about the severity of the kkk,kkk,making jokes about the kkk,,0.5202284162567195,0.16981132075471694,0.06756756756756757,0.07142857142857142
1805,['this 4th wknd.'],4th wknd,"july 1 , 2017",this 4th wknd.,,0.2562277580071174,0.0,0.5,0.0
1810,['avoid reporting inaccuracies'],avoid reporting inaccuracies,reporting inaccuracies,avoid reporting inaccuracies,,0.8875013295249914,0.5996383004580546,1.0,0.5
1811,['a minority of people.'],a minority of people,a minority,a minority of people.,,0.6656259971437435,0.4654650895820811,1.0,0.3
1814,['the color purple'],the color purple,"the color purple """,the color purple,,0.8875013295249914,0.8346407487695844,1.0,1.0
1815,"[""it's actually a great suggestion.""]",great suggestion,great suggestion,it's actually a great suggestion.,,0.16252821670428894,0.16252821670428894,0.21428571428571427,0.21428571428571427
1817,['in their at-bats'],"september 25 , 2014","september 25 , 2014",in their at-bats,,0.0,0.0,0.0,0.0
1818,['threat to the united states'],this is not normal,this is not normal,threat to the united states,,0.0,0.0,0.0,0.0
1819,['the pats cheated.'],pats cheated,pats cheated,the pats cheated.,,0.2562277580071174,0.2562277580071174,0.5,0.5
1829,['that she has an incredible story'],i can ' t wait to meet her,she has such an incredible story,that she has an incredible story,,0.0,0.7242680384048567,0.0,0.5
1831,['a black man'],american black man,black man,a black man,,0.5616612080957111,0.5996383004580546,0.5,0.5
1833,['cop21 on the paris agreement on climate change'],# cop21,# cop21,cop21 on the paris agreement on climate change,,0.10495626822157432,0.10495626822157432,0.038461538461538464,0.038461538461538464
1834,"['red, white and blue.']","red , white and blue","red , white and blue","red, white and blue.",,0.4021440630756882,0.4021440630756882,1.0,1.0
1838,['the rough places'],the rough places,rough places,the rough places,,0.8875013295249914,0.5996383004580546,1.0,0.5
1840,['zayn made millions of fans proud of him'],made millions of fans proud of him,he made millions of fans cry26 march 2016 : he made millions of fans proud of him,zayn made millions of fans proud of him,,0.8463784098137145,0.6807636849274059,0.8461538461538461,0.3793103448275862
1841,['southern white rhinos'],southern white rhinos,southern white rhinos,southern white rhinos,,0.8875013295249914,0.8875013295249914,1.0,1.0
1842,['3 minutes to midnight'],3 minutes to midnight,3 minutes to midnight,3 minutes to midnight,,0.9113970384220804,0.9113970384220804,1.0,1.0
1845,['for biting opponent'],after biting opponent,biting opponent,for biting opponent,,0.5616612080957111,0.5996383004580546,0.5,0.5
1849,['lifetime achievement in social causes'],hip hop artists,tonite is a win for hip hop ! salute to ll cool j,lifetime achievement in social causes,,0.0,0.0,0.0,0.0
1856,['whomever was to the right of rick.'],abraham,abraham,whomever was to the right of rick.,,0.0,0.0,0.0,0.0
1859,['because he ran for potus'],when he started to run for # potus,he started to run for # potus,because he ran for potus,,0.3877917414721723,0.40148698884758366,0.18181818181818182,0.2222222222222222
1861,['at the funeral'],in every picture at funeral,every picture at funeral,at the funeral,,0.4260355029585799,0.45141065830721006,0.14285714285714285,0.2
1863,['in his fight against arrogant people'],his fight against arrogants and in his support for the oppressed,his fight against arrogants,in his fight against arrogant people,,0.6252673712847684,0.648681166136712,0.21052631578947367,0.3333333333333333
1868,['marco van basten'],marco van basten,marco van basten,marco van basten,,0.8875013295249914,0.8875013295249914,1.0,1.0
1869,['sportswoman of the year award'],sportswoman of the year,sportswoman of the year,sportswoman of the year award,,0.7579185350703372,0.7579185350703372,0.7142857142857143,0.7142857142857143
1875,['love & respect'],love & respect,love & respect,love & respect,,0.8875013295249914,0.8875013295249914,1.0,1.0
1876,['avengers age of ultron'],too much feels i cannot handle it,cbarnido,avengers age of ultron,,0.0,0.0,0.0,0.0
1879,"[""god's own county""]",god ' s own county,god ' s own county,god's own county,,0.49851586517370816,0.49851586517370816,0.3,0.3
1880,['frank losonsky and chuck baisden'],frank losonsky ( left ) & chuck baisden,frank losonsky ( left ) & chuck baisden,frank losonsky and chuck baisden,,0.6050210500133335,0.6050210500133335,0.42857142857142855,0.42857142857142855
1883,['many pennsylvanians will be affected.'],pennsylvanians,pennsylvanians,many pennsylvanians will be affected.,,0.16981132075471694,0.16981132075471694,0.07142857142857142,0.07142857142857142
1888,['her incredible talent'],talent,incredible talent,her incredible talent,,0.27480916030534347,0.5996383004580546,0.16666666666666666,0.5
1890,['side of an ambulance with owner'],on the side of an ambulance,on the side of an ambulance,side of an ambulance with owner,,0.6075980256147202,0.6075980256147202,0.5555555555555556,0.5555555555555556
1891,['to some sort of editing trickery'],the deception of editing,deception of editing,to some sort of editing trickery,,0.2998191502290273,0.3103100597213873,0.16666666666666666,0.16666666666666666
1892,['the dream act'],the dream act,the dream act,the dream act,,0.8875013295249914,0.8875013295249914,1.0,1.0
1894,['wear our locs freely'],wear our locs freely,wear our locs freely,wear our locs freely,,0.9113970384220804,0.9113970384220804,1.0,1.0
1899,['denounce his comments'],denounce these comments,hateful rhetoric,denounce his comments,,0.48,0.0,0.3333333333333333,0.0
1902,['the sound of music'],thesoundofmusiclive,a train wreck,the sound of music,,0.0,0.0,0.0,0.0
1913,['the defamation lawsuit he files'],defamation lawsuit,defamation lawsuit i will file against you,the defamation lawsuit he files,,0.3803574772657186,0.44610376963641507,0.21428571428571427,0.13636363636363635
1916,['most expensive starting in history'],wonga,most expensive starting xi in history,most expensive starting in history,,0.0,0.8373040906414527,0.0,0.5
1917,['the tweet was talking about women'],mothers,american mothers,the tweet was talking about women,,0.0,0.0,0.0,0.0
1918,['over 69 percent'],69 %,69 %,over 69 percent,,0.2562277580071174,0.2562277580071174,0.16666666666666666,0.16666666666666666
1919,"['12:37 pm- jun 29, 2014.']",if she is going to do it,"june 29 , 2014","12:37 pm- jun 29, 2014.",,0.0,0.0,0.0,0.21428571428571427
1922,"['a white male, 5\'10"", 200 pounds.']",a white male,a white male,"a white male, 5'10"", 200 pounds.",,0.3103100597213873,0.3103100597213873,0.3333333333333333,0.3333333333333333
1926,['west ham united team coach and horse'],the west ham united team coach,west ham united,west ham united team coach and horse,,0.6801593970142275,0.4266833315023997,0.6363636363636364,0.2727272727272727
1930,"['according to trump, no.']",not properly funded,wall was not properly funded,"according to trump, no.",,0.0,0.0,0.0,0.0
1931,['to their old skin'],their old skin,old skin,to their old skin,,0.6988199445078672,0.4654650895820811,0.6,0.3
1932,['louvre in france.'],the louvre,the louvre,louvre in france.,,0.2562277580071174,0.2562277580071174,0.16666666666666666,0.16666666666666666
1935,['12 + years'],12 + years,12 + years,12 + years,,0.8875013295249914,0.8875013295249914,1.0,1.0
1937,"['a haunting, beautiful, dark tale']",a game changer,a game changer,"a haunting, beautiful, dark tale",,0.15584415584415584,0.15584415584415584,0.07142857142857142,0.07142857142857142
1940,"[""it's best to call congress at 202-759-7766""]",call congress,net neutrality,it's best to call congress at 202-759-7766,,0.2785096899648154,0.0,0.13636363636363635,0.0
1943,['go black and never go back'],go black and never go back,go black and never go back,go black and never go back,,0.9367162081329405,0.9367162081329405,1.0,1.0
1949,['ldris elba ia a british muslim.'],whatbritishmuslimsreallythink,whatbritishmuslimsreallythink,ldris elba ia a british muslim.,,0.0,0.0,0.0,0.0
1950,['god will pay for it'],god,god,god will pay for it,,0.16981132075471694,0.16981132075471694,0.07142857142857142,0.07142857142857142
1951,['just for fun'],just for fun,just for fun,just for fun,,0.8875013295249914,0.8875013295249914,1.0,1.0
1953,['is not my first lapse of in judgment'],this is not my first lapse in judgment,this is not my first lapse in judgment,is not my first lapse of in judgment,,0.7883856984637774,0.7883856984637774,0.6538461538461539,0.6538461538461539
1954,['president raul castro of cuba'],president raul castro,president raul castro,president raul castro of cuba,,0.5762995646266178,0.5762995646266178,0.42857142857142855,0.42857142857142855
1957,['she did not want to move to washington.'],didn ' t want to move to washington,just didn ' t want to move to washington,she did not want to move to washington.,,0.4556985192110402,0.44512675869210283,0.5384615384615384,0.5384615384615384
1958,['this year could stop'],this year would stop already,it ' s just to much,this year could stop,,0.572801498960361,0.0,0.2857142857142857,0.0
1959,['the convention center'],the convention center,convention center,the convention center,,0.8875013295249914,0.5996383004580546,1.0,0.5
1960,['p5+1 and  iran'],p5 + 1 & # iran,iran,p5+1 and  iran,,0.20168067226890757,0.27480916030534347,0.16666666666666666,0.16666666666666666
1961,['get out and vote'],get out and vote,get out and vote,get out and vote,,0.9113970384220804,0.9113970384220804,1.0,1.0
1963,['a lot of stories'],stories,rip mr . cub,a lot of stories,,0.20991253644314864,0.0,0.1,0.0
1968,['uefa nations league'],uefa euro 2016 ( @ uefaeuro,group b,uefa nations league,,0.20168067226890757,0.0,0.1,0.0
1972,['reaching high shelves.'],those pesky products on high shelves better watch out,better watch out,reaching high shelves.,,0.17391304347826086,0.0,0.1,0.0
1973,['for using the term radical islamic terror'],not using the term radical islamic terror,not using the term radical islamic terror,for using the term radical islamic terror,,0.8028996069710919,0.8028996069710919,0.8181818181818182,0.8181818181818182
1975,['george clooney and benedict cumberbatch.'],benedict cumberbatch,george clooney,george clooney and benedict cumberbatch.,,0.16252821670428894,0.3803574772657186,0.21428571428571427,0.21428571428571427
1979,['they formed a circular wall'],form circular wall,police form circular wall,they formed a circular wall,,0.5194888053341803,0.49896845751432695,0.21428571428571427,0.21428571428571427
1980,['the end of times.'],the messiah,the soon return of the messiah,the end of times.,,0.19889502762430938,0.3287671232876712,0.1,0.1111111111111111
1987,['travelers beach hotel'],travelers beach hotel,travelers beach hotel,travelers beach hotel,,0.8875013295249914,0.8875013295249914,1.0,1.0
1988,['it is repulsive'],repulsive,white supremacy is repulsive,it is repulsive,,0.27480916030534347,0.5282080326918914,0.16666666666666666,0.3
1992,['should she be concerned about catching ebola?'],catching ebola,"ebolaqanda my mom is flying into love field on sat . should she be concerned about catching ebola ? — blackhorse ( @ roscoethehorse ) october 1 , 2014",should she be concerned about catching ebola?,,0.11900826446280989,0.5027099506974636,0.13636363636363635,0.2558139534883721
1993,"[""katie holmes' golden pants""]",katie holmes ' golden pants,katie holmes ' golden pants,katie holmes' golden pants,,0.572801498960361,0.572801498960361,1.0,1.0
1994,['the loss of his friend'],the loss of my friend bobby welch,the loss of my friend bobby welch,the loss of his friend,,0.6263879644190088,0.6263879644190088,0.3181818181818182,0.3181818181818182
1999,['down the line'],down the line,down the line,down the line,,0.8875013295249914,0.8875013295249914,1.0,1.0
2002,['a litigious situation'],litigious,litigious,a litigious situation,,0.27480916030534347,0.27480916030534347,0.16666666666666666,0.16666666666666666
2003,['season 8 of game of thrones'],season 8,season 8,season 8 of game of thrones,,0.32156176036013995,0.32156176036013995,0.16666666666666666,0.16666666666666666
2004,['to spend life serving'],to spend my life serving something more important than myself,to spend my life serving something more important than myself,to spend life serving,,0.6556356514735928,0.6556356514735928,0.17647058823529413,0.17647058823529413
2009,['jan hooks passed away.'],"jan hooks saying "" adobe """,tear - eyed,jan hooks passed away.,,0.3846994575998021,0.0,0.3,0.0
2010,['their trans sister'],my trans sisters,my trans sisters,their trans sister,,0.8000127602146376,0.8000127602146376,0.16666666666666666,0.16666666666666666
2014,['family of maurice white'],maurice white,our dear brother maurice white,family of maurice white,,0.4654650895820811,0.4021440630756882,0.3,0.21428571428571427
2018,['a shark costume'],shark costume,tha shark costume,a shark costume,,0.5996383004580546,0.5616612080957111,0.5,0.5
2026,['denver police department'],denver police dept,denver police dept .,denver police department,,0.5616612080957111,0.5282080326918914,0.5,0.5
2027,['shade 45 sirius xm'],shade 45 sirius xm,shade 45 sirius xm,shade 45 sirius xm,,0.9113970384220804,0.9113970384220804,1.0,1.0
2028,['part of their hearts.'],a great talent . they have lost part of their hearts,part of their hearts,part of their hearts.,,0.4995317051735411,0.6656259971437435,0.29411764705882354,1.0
2029,['that they were not fearful for their lives.'],he or she was fearful for their lives,fearful for their lives,that they were not fearful for their lives.,,0.33281299857187174,0.367749169692676,0.38461538461538464,0.38461538461538464
2034,['they have space and an attractive situation'],cavs have space and attractive situation,cavs have space and attractive situation,they have space and an attractive situation,,0.6381216197399617,0.6381216197399617,0.4090909090909091,0.4090909090909091
2035,"['making eye contact, responding to what guests say.']","makes eye contact , subtly refers to cards , responds to what guests say",talk show host,"making eye contact, responding to what guests say.",,0.5826048115043707,0.0,0.30952380952380953,0.0
2041,['the fake news media.'],fake news media,fake news media,the fake news media.,,0.4422529197604025,0.4422529197604025,0.6,0.6
2047,"['the love, privacy, & intimacy.']","love , privacy , & intimacy","love , privacy , & intimacy","the love, privacy, & intimacy.",,0.13872832369942195,0.13872832369942195,0.6,0.6
2048,['the world cup.'],belgium with @ tomhanks @ colinhanks @ eahanks # usmnt go ! ! ! !,tomhanks,the world cup.,,0.0,0.0,0.0,0.0
2049,['the new ceasefire.'],go to bed,"new ceasefire comes into effect . here is hoping that syrians can go to bed tonight , safe that they ' ll wake up 2mrrw the white helmets",the new ceasefire.,,0.0,0.18580645161290327,0.0,0.0425531914893617
2051,['he passed away.'],sad to hear about mychael knight . when he appeared on # projectrunway,sad,he passed away.,,0.14693877551020407,0.0,0.02631578947368421,0.0
2052,['going to the gym'],gym sesh in lol,better get one last gym sesh,going to the gym,,0.18,0.1643835616438356,0.1,0.05555555555555555
2054,['el hijo del perro aguayo'],el hijo del perro aguayo,el hijo del perro aguayo,el hijo del perro aguayo,,0.9263770987333779,0.9263770987333779,1.0,1.0
2055,"['lives, safety and service']","your lives , safety , & service","your lives , safety , & service matter . # transisbeautiful","lives, safety and service",,0.31509846827133475,0.2701688555347092,0.4,0.2222222222222222
2057,['dissolve our government and start over.'],dissolve our govt and start all over like other countries,dissolve our govt,dissolve our government and start over.,,0.49851586517370816,0.3103100597213873,0.20588235294117646,0.16666666666666666
2059,['from las vegas to brazil'],las vegas to brazil,las vegas to brazil,from las vegas to brazil,,0.7579185350703372,0.7579185350703372,0.7142857142857143,0.7142857142857143
2061,['he was steamed'],steamed,steamed,he was steamed,,0.27480916030534347,0.27480916030534347,0.16666666666666666,0.16666666666666666
2066,['he is the best'],i ' m the best,i ' m the best,he is the best,,0.4021440630756882,0.4021440630756882,0.3,0.3
2071,['change the cover'],changethecover,changethecover — matt santorigriffith,change the cover,,0.0,0.0,0.0,0.0
2072,['a heart transplant'],heart transplant,a heart transplant,a heart transplant,,0.5996383004580546,0.8875013295249914,0.5,1.0
2076,['sunset on thursday'],sunset,sunset,sunset on thursday,,0.27480916030534347,0.27480916030534347,0.16666666666666666,0.16666666666666666
2082,"['elizabeth, michael & marlon']","elizabeth , michael & marlon","elizabeth , michael & marlon","elizabeth, michael & marlon",,0.6354424793735022,0.6354424793735022,1.0,1.0
2086,['everything works out in the end'],everything works out in the end,"everything works out in the end , that ' s what my mum says",everything works out in the end,,0.9367162081329405,0.7473799532975589,1.0,0.42857142857142855
2087,['selamat malam pak nat'],selamat malam pak nat — aga bakrie,selamat malam pak nat,selamat malam pak nat,,0.7977216966495233,0.9113970384220804,0.45454545454545453,1.0
2094,['cancel the series'],cancel this series and make it up later,cancel this series and make it up later !,cancel the series,,0.36455696202531646,0.34782608695652173,0.07692307692307693,0.07692307692307693
2100,['gone down this road'],gone down this road,feeling the pulse of his own base,gone down this road,,0.9113970384220804,0.0,1.0,0.0
2103,['down market street'],market street,down market street,down market street,,0.5996383004580546,0.8875013295249914,0.5,1.0
2105,['they were in the police car.'],police car,in the distance you can see the police car,they were in the police car.,,0.13740458015267173,0.3653026302349943,0.16666666666666666,0.26666666666666666
2107,['sutherland springs community'],sutherland springs,sutherland springs,sutherland springs community,,0.5996383004580546,0.5996383004580546,0.5,0.5
2109,['dakota access pipeline'],dakota access pipeline,dakota access pipeline,dakota access pipeline,,0.8875013295249914,0.8875013295249914,1.0,1.0
2112,['st .loius county p.d.'],st . louis county pd,st . louis county pd,st .loius county p.d.,,0.3436754176610978,0.3436754176610978,0.4,0.4
2113,['his newborn daughter'],we welcomed a beautiful baby daughter,a beautiful baby daughter into the world,his newborn daughter,,0.20168067226890757,0.1914893617021277,0.05555555555555555,0.045454545454545456
2115,['national coffee day'],"september 21 , 2015","september 21 , 2015",national coffee day,,0.0,0.0,0.0,0.0
2128,['at least 30.'],30,30,at least 30.,,0.0,0.0,0.16666666666666666,0.16666666666666666
2131,['he has a great time'],i had a great time today with @ realdonaldtrump and believe we are getting closer to an agreement on health care,believe we are getting closer to an agreement on health care,he has a great time,,0.33115721250932517,0.0,0.08108108108108109,0.0
2132,['the 20 week abortion ban.'],unpopular - unconstitutional,unpopular - unconstitutional,the 20 week abortion ban.,,0.0,0.0,0.0,0.0
2133,['linda katehi and devry university'],"@ lindakatehi , @ devryuniv and wiley publishers",anthony beck,linda katehi and devry university,,0.12926391382405747,0.0,0.07142857142857142,0.0
2134,['the hot chick'],the hot chick,hot chick,the hot chick,,0.8875013295249914,0.5996383004580546,1.0,0.5
2137,['women in tech'],women in tech,women in tech,women in tech,,0.8875013295249914,0.8875013295249914,1.0,1.0
2139,"[""kevin meaney's loved ones""]",kevin meaney,kevin meaney . so kind . so damn funny . so sorry for his loved ones for his loss . rest in peace dear kevin . — bob saget ( @ bobsaget,kevin meaney's loved ones,,0.19889502762430938,0.25751483697896066,0.1,0.0425531914893617
2141,['longtime hockey fan alan thicke passed away'],the passing of longtime hockey fan alan thicke,to learn of the passing of longtime hockey fan alan thicke,longtime hockey fan alan thicke passed away,,0.7406130705354587,0.6862123681894262,0.5384615384615384,0.3684210526315789
2142,['nytimes and the washington post'],fake news cnn cold,"cnn cold , but what about nbc , cbs & abc ? what about the failing @ nytimes & @ washingtonpost",nytimes and the washington post,,0.0,0.17910447761194032,0.0,0.04
2146,['he woke up'],woke up,woke up,he woke up,,0.5996383004580546,0.5996383004580546,0.5,0.5
2147,['his cabinet nominees.'],all of my cabinet nominee,all of my cabinet nominee,his cabinet nominees.,,0.21301775147928995,0.21301775147928995,0.07142857142857142,0.07142857142857142
2151,['a haunted house'],a haunted house,a haunted house,a haunted house,,0.8875013295249914,0.8875013295249914,1.0,1.0
2155,['knowing how stupid they are'],knowing how stupid they are,knowing how stupid they are,knowing how stupid they are,,0.9263770987333779,0.9263770987333779,1.0,1.0
2160,['tweet is not visible'],"january 07 , 2014","tweet is not visible mary kay letourneau , former teacher convicted of raping 12 - year - old boy , arrested in seattle . ( @ ktla )",tweet is not visible,,0.0,0.42588646655237405,0.0,0.13513513513513514
2167,['threatening our communities'],prop up a dying fossil fuel industry,"threatens our coastal communities , just to prop up a dying fossil fuel industry",threatening our communities,,0.0,0.47152029089271374,0.0,0.043478260869565216
2170,['with our cellphones'],with our cellphones,cellphones,with our cellphones,,0.8875013295249914,0.27480916030534347,1.0,0.16666666666666666
2172,['lieutenant a. oetter'],sgt a oetter,a great sister,lieutenant a. oetter,,0.24,0.0,0.5,0.16666666666666666
2173,['the situation of fifa and qatar.'],qatar are taking the situation seriously,qatar are taking the situation seriously,the situation of fifa and qatar.,,0.28083060404785554,0.28083060404785554,0.2222222222222222,0.2222222222222222
2174,['to be yourself'],you have a responsibility to be yourself,you have a responsibility to be yourself,to be yourself,,0.7081127629188761,0.7081127629188761,0.2727272727272727,0.2727272727272727
2176,['to answer the question he wants to'],to answer the question he actually wants to answer,to answer the question he actually wants to answer,to answer the question he wants to,,0.7816011100166376,0.7816011100166376,0.5666666666666667,0.5666666666666667
2180,['coffee over liquor and hardwork'],coffee over liquor and some good hardwork,coffee,coffee over liquor and hardwork,,0.8077338718269776,0.16981132075471694,0.5,0.07142857142857142
2187,['at opening night'],opening night,opening night,at opening night,,0.5996383004580546,0.5996383004580546,0.5,0.5
2190,['her own city'],my own city,in my own city,her own city,,0.5616612080957111,0.5282080326918914,0.5,0.3
2191,['eric the actor'],eric the actor,eric the actor,eric the actor,,0.8875013295249914,0.8875013295249914,1.0,1.0
2192,['hitting on married women.'],hitting on married women ? condoning assault,condoning assault,hitting on married women.,,0.5826048115043707,0.0,0.5555555555555556,0.0
2193,['there were some biting memes'],biting memes,"worldcup # suarez christopherdreed ( @ chrisreed619 ) june 24 , 2014",there were some biting memes,,0.3803574772657186,0.0,0.21428571428571427,0.0
2195,['anti semitic jew costume'],anti semitic jew,anti semitic jew costume,anti semitic jew costume,,0.6988199445078672,0.9113970384220804,0.6,1.0
2196,['kiss someone without asking'],they let you do it,let you do it,kiss someone without asking,,0.0,0.0,0.0,0.0
2201,['to solve some problems'],solve some of the many great and pressing problems and issues of the world,to solve some of the many great and pressing problems and issues of the world,to solve some problems,,0.4067861492616801,0.55336079615341,0.08,0.12962962962962962
2202,['good luck with this guys'],"good luck with this guys . """,good luck with this guys,good luck with this guys,,0.8609452590458903,0.9263770987333779,1.0,1.0
2203,['a syria regime rep.'],@ russiaun,syria regime rep,a syria regime rep.,,0.0,0.4422529197604025,0.0,0.6
2206,['4.6 lunar distances'],4 . 6 lunar distances,1 . 1 million mi / 1 . 8 million km,4.6 lunar distances,,0.49851586517370816,0.0,0.3,0.0
2208,['the commissioner says do not wait.'],do not leave your decision to the last minute,do not leave your decision to the last minute,the commissioner says do not wait.,,0.3653026302349943,0.3653026302349943,0.13333333333333333,0.13333333333333333
2210,['mohammed bin zayed'],mohammed bin zayed,mohammed bin zayed,mohammed bin zayed,,0.8875013295249914,0.8875013295249914,1.0,1.0
2212,['the head of edcivilrights'],the head of @ edcivilrights,@ edcivilrights,the head of edcivilrights,,0.8042881261513763,0.19889502762430938,1.0,0.1
2213,"['the supposed ""paedophilia""']",supposed ' peaodophilia,wish people would shut up about the supposed ' peaodophilia,"the supposed ""paedophilia""",,0.24,0.3891417146159662,0.16666666666666666,0.1
2214,['daryl and carol'],daryl and carol,daryl and carol,daryl and carol,,0.8875013295249914,0.8875013295249914,1.0,1.0
2215,['for alleged abuse and harassment.'],ad search,peyton manning reportedly advising alma mater tennessee on ad search,for alleged abuse and harassment.,,0.0,0.0,0.0,0.0
2217,['all i want for christmas'],""" all i want for christmas """,""" all i want for christmas """,all i want for christmas,,0.8609452590458903,0.8609452590458903,1.0,1.0
2218,['i gotta nail it again!'],1 / 21 / 2017,2 : 29 : 21 am,i gotta nail it again!,,0.14400000000000002,0.0,0.0,0.0
2220,['she felt joyful'],happy with not a care in the world,shocked and saddened,she felt joyful,,0.0,0.0,0.0,0.0
2221,['make this your profile pic'],make this your profile pic somewhere on social media,make this your profile pic,make this your profile pic,,0.8041467870949461,0.9263770987333779,0.4666666666666667,1.0
2225,['pat riley and gm assistant andy ellsburg.'],pat riley and assistant gm andy ellsburg,pat riley,pat riley and gm assistant andy ellsburg.,,0.6857252230411179,0.2785096899648154,0.5,0.13636363636363635
2231,['on your feet'],on your feet,on your feet,on your feet,,0.8875013295249914,0.8875013295249914,1.0,1.0
